params,loss,var,max,min,r2
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 192, 'hidden_layer_3': 192, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Softplus'}",0.19799622893333435,0.00218557333573699,0.6024307608604431,0.000952351198066026,0.030613362789154053
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 192, 'hidden_layer_3': 192, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Exponential'}",0.197550430893898,0.002109677530825138,0.8556551933288574,0.0014038186054676771,0.031980812549591064
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 192, 'hidden_layer_3': 96, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Softplus'}",0.19802150130271912,0.001912267180159688,0.7305605411529541,0.0023467466235160828,0.03063279390335083
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 192, 'hidden_layer_3': 96, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Exponential'}",0.19781063497066498,0.0018643452785909176,0.6285355091094971,0.0013148060534149408,0.03166073560714722
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 192, 'hidden_layer_3': 34, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Softplus'}",0.1986340433359146,0.00296148844063282,1.5901600122451782,0.0011711933184415102,0.028017163276672363
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 192, 'hidden_layer_3': 34, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Exponential'}",0.19811485707759857,0.002007792005315423,0.9205435514450073,0.002225623931735754,0.030628085136413574
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 192, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Softplus'}",0.19826360046863556,0.0030965027399361134,0.861018717288971,0.002285424852743745,0.027079880237579346
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 192, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Exponential'}",0.19790588319301605,0.002479101298376918,1.017900824546814,0.002370042260736227,0.030038774013519287
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 96, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Softplus'}",0.1980845183134079,0.0024837316013872623,1.0393213033676147,0.0019940489437431097,0.02942115068435669
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 96, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Exponential'}",0.19782888889312744,0.002575911581516266,0.7643724083900452,0.0016134325414896011,0.030556142330169678
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 34, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Softplus'}",0.1981954127550125,0.0037327283062040806,1.9296435117721558,0.0018035296816378832,0.024895191192626953
"{'batch_size': 1000, 'hidden_activation': 'ELU', 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 34, 'learning_rate': 0.001, 'num_epochs': 30, 'output_activation': 'Exponential'}",0.19796152412891388,0.002427257364615798,0.8360915184020996,0.002335543278604746,0.02972179651260376
