params,loss,var,max,min,r2
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 48, 'learning_rate': 0.001, 'num_epochs': 30}",0.1982344090938568,0.0026283804327249527,0.8887009620666504,0.0009989142417907715,0.028259336948394775
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 48, 'hidden_layer_3': 24, 'learning_rate': 0.001, 'num_epochs': 30}",0.1982354372739792,0.002574449172243476,0.8668433427810669,0.0013714920496568084,0.029025673866271973
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 24, 'hidden_layer_3': 384, 'learning_rate': 0.001, 'num_epochs': 30}",0.19857148826122284,0.002105080522596836,1.534936547279358,0.0007489299750886858,0.029641151428222656
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 24, 'hidden_layer_3': 192, 'learning_rate': 0.001, 'num_epochs': 30}",0.19859005510807037,0.00252933450974524,0.8572286367416382,0.0012913530226796865,0.028165161609649658
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 24, 'hidden_layer_3': 96, 'learning_rate': 0.001, 'num_epochs': 30}",0.19874151051044464,0.0025883615016937256,0.7890623211860657,0.0007152646430768073,0.027587831020355225
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 24, 'hidden_layer_3': 48, 'learning_rate': 0.001, 'num_epochs': 30}",0.19854554533958435,0.0018945903284475207,0.8439299464225769,0.0024809278547763824,0.029084861278533936
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 24, 'hidden_layer_3': 24, 'learning_rate': 0.001, 'num_epochs': 30}",0.19879812002182007,0.003352205501869321,0.8648362159729004,0.0015825427835807204,0.02241969108581543
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 12, 'hidden_layer_3': 384, 'learning_rate': 0.001, 'num_epochs': 30}",0.19802488386631012,0.002733448287472129,0.9030320644378662,0.0005640147719532251,0.030831992626190186
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 12, 'hidden_layer_3': 192, 'learning_rate': 0.001, 'num_epochs': 30}",0.1987410932779312,0.0028983233496546745,1.007786512374878,0.000307046459056437,0.02685004472732544
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 12, 'hidden_layer_3': 96, 'learning_rate': 0.001, 'num_epochs': 30}",0.19842314720153809,0.002684810198843479,0.7842397093772888,0.0010530377039685845,0.028613626956939697
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 12, 'hidden_layer_3': 48, 'learning_rate': 0.001, 'num_epochs': 30}",0.19856016337871552,0.002637880388647318,0.905838668346405,0.000328669702867046,0.027750492095947266
"{'batch_size': 1000, 'hidden_layer_1': 192, 'hidden_layer_2': 12, 'hidden_layer_3': 24, 'learning_rate': 0.001, 'num_epochs': 30}",0.1984178125858307,0.0026444029062986374,0.9415273070335388,0.000938844692427665,0.02926647663116455
